valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,surface_terrain,longitude,latitude,prix_du_m_carre
587000.00,69160,Tassin-la-Demi-Lune,Maison,100.00,790.00,4.7556210,45.7538350,5870.0
485000.00,69003,Lyon 3e Arrondissement,Appartement,96.00,,4.8863310,45.7538590,5052.083333333333
370000.00,69003,Lyon 3e Arrondissement,Appartement,85.00,,4.8491850,45.7538650,4352.941176470588
186220.00,69120,Vaulx-en-Velin,Appartement,56.00,,4.9284060,45.7538710,3325.3571428571427
290000.00,69003,Lyon 3e Arrondissement,Appartement,50.00,,4.8844550,45.7538780,5800.0
392050.00,69100,Villeurbanne,Maison,96.00,328.00,4.9112560,45.7538790,4083.8541666666665
292000.00,69003,Lyon 3e Arrondissement,Appartement,56.00,,4.8481830,45.7538830,5214.285714285715
360000.00,69003,Lyon 3e Arrondissement,Appartement,85.00,,4.8697360,45.7538830,4235.294117647059
163650.00,69003,Lyon 3e Arrondissement,Appartement,30.00,,4.8728030,45.7538860,5455.0
328800.00,69003,Lyon 3e Arrondissement,Appartement,69.00,,4.8571720,45.7538930,4765.217391304348
253580.00,69100,Villeurbanne,Maison,76.00,475.00,4.9099870,45.7538930,3336.5789473684213
180000.00,69007,Lyon 7e Arrondissement,Appartement,34.00,,4.8410890,45.7539000,5294.117647058823
75000.00,69005,Lyon 5e Arrondissement,Maison,153.00,68.00,4.7947070,45.7539180,490.19607843137254
413600.00,69150,Décines-Charpieu,Maison,98.00,445.00,4.9471940,45.7539240,4220.408163265306
200150.00,69007,Lyon 7e Arrondissement,Appartement,25.00,,4.8402400,45.7539310,8006.0
130000.00,69003,Lyon 3e Arrondissement,Appartement,33.00,,4.8547530,45.7539520,3939.3939393939395
227000.00,69003,Lyon 3e Arrondissement,Appartement,61.00,,4.8848660,45.7539520,3721.311475409836
161000.00,69100,Villeurbanne,Appartement,53.00,,4.9168090,45.7539670,3037.735849056604
449100.00,69290,Saint-Genis-les-Ollières,Maison,95.00,478.00,4.7236930,45.7539820,4727.368421052632
380000.00,69005,Lyon 5e Arrondissement,Appartement,107.00,,4.7853540,45.7539980,3551.4018691588785
457110.00,69003,Lyon 3e Arrondissement,Appartement,85.00,,4.8552020,45.7540120,5377.764705882353
620500.00,69003,Lyon 3e Arrondissement,Maison,177.00,,4.8752180,45.7540170,3505.6497175141244
280000.00,69007,Lyon 7e Arrondissement,Appartement,50.00,,4.8400300,45.7540290,5600.0
223000.00,69003,Lyon 3e Arrondissement,Appartement,63.00,,4.8881350,45.7540290,3539.6825396825398
250000.00,69007,Lyon 7e Arrondissement,Appartement,49.00,,4.8425690,45.7540430,5102.040816326531
340000.00,69003,Lyon 3e Arrondissement,Appartement,61.00,,4.8480420,45.7540600,5573.770491803279
486000.00,69150,Décines-Charpieu,Maison,112.00,567.00,4.9434960,45.7540950,4339.285714285715
84900.00,69007,Lyon 7e Arrondissement,Appartement,20.00,,4.8427420,45.7540970,4245.0
1430000.00,69002,Lyon 2e Arrondissement,Appartement,165.00,,4.8320070,45.7541320,8666.666666666666
425050.00,69007,Lyon 7e Arrondissement,Appartement,73.00,,4.8399460,45.7541670,5822.602739726028
1126000.00,69003,Lyon 3e Arrondissement,Appartement,139.00,,4.8490530,45.7541690,8100.719424460432
365000.00,69330,Pusignan,Maison,145.00,706.00,5.0681830,45.7542050,2517.2413793103447
341780.00,69007,Lyon 7e Arrondissement,Appartement,58.00,,4.8395190,45.7542140,5892.758620689655
530000.00,69003,Lyon 3e Arrondissement,Appartement,100.00,,4.8472660,45.7542270,5300.0
178200.00,69005,Lyon 5e Arrondissement,Appartement,54.00,,4.7882560,45.7542330,3300.0
387000.00,69330,Pusignan,Maison,113.00,1010.00,5.0650650,45.7542340,3424.778761061947
197000.00,69003,Lyon 3e Arrondissement,Appartement,40.00,,4.8580080,45.7542680,4925.0
506650.00,69290,Saint-Genis-les-Ollières,Maison,119.00,1008.00,4.7200050,45.7542710,4257.563025210084
121000.00,69007,Lyon 7e Arrondissement,Appartement,23.00,,4.8431720,45.7542860,5260.869565217391
1120000.00,69100,Villeurbanne,Appartement,71.00,1399.00,4.9113340,45.7543030,15774.647887323943
235000.00,69003,Lyon 3e Arrondissement,Appartement,49.00,,4.8512570,45.7543250,4795.918367346939
351000.00,69007,Lyon 7e Arrondissement,Appartement,67.00,,4.8417100,45.7543530,5238.805970149254
585400.00,69007,Lyon 7e Arrondissement,Appartement,106.00,,4.8396180,45.7543690,5522.641509433963
294500.00,69100,Villeurbanne,Appartement,85.00,,4.8934430,45.7543910,3464.705882352941
180000.00,69007,Lyon 7e Arrondissement,Appartement,31.00,,4.8413240,45.7543970,5806.451612903225
246000.00,69005,Lyon 5e Arrondissement,Appartement,40.00,,4.8158440,45.7544090,6150.0
400000.00,69003,Lyon 3e Arrondissement,Appartement,86.00,,4.8681810,45.7544350,4651.162790697675
275000.00,69100,Villeurbanne,Appartement,73.00,,4.8864600,45.7544550,3767.123287671233
376500.00,69150,Décines-Charpieu,Maison,88.00,289.00,4.9456480,45.7544760,4278.409090909091
188000.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8796620,45.7544980,4000.0
447500.00,69005,Lyon 5e Arrondissement,Appartement,82.00,,4.8028800,45.7545390,5457.317073170731
209000.00,69005,Lyon 5e Arrondissement,Appartement,65.00,,4.8069940,45.7546270,3215.3846153846152
210000.00,69003,Lyon 3e Arrondissement,Appartement,35.00,,4.8697060,45.7546580,6000.0
411000.00,69100,Villeurbanne,Appartement,122.00,,4.9146990,45.7546640,3368.8524590163934
210000.00,69003,Lyon 3e Arrondissement,Appartement,51.00,,4.8474270,45.7546920,4117.64705882353
149000.00,69003,Lyon 3e Arrondissement,Appartement,37.00,,4.8752500,45.7546920,4027.027027027027
4164797.80,69160,Tassin-la-Demi-Lune,Maison,146.00,1109.00,4.7716830,45.7548000,28526.012328767123
330750.00,69003,Lyon 3e Arrondissement,Appartement,79.00,,4.8514830,45.7548160,4186.708860759493
414950.00,69005,Lyon 5e Arrondissement,Appartement,82.00,,4.8045300,45.7548180,5060.365853658536
179000.00,69003,Lyon 3e Arrondissement,Appartement,44.00,,4.8491630,45.7548220,4068.181818181818
510000.00,69100,Villeurbanne,Maison,158.00,550.00,4.9115980,45.7548330,3227.8481012658226
814500.00,69100,Villeurbanne,Appartement,116.00,,4.8842060,45.7548470,7021.551724137931
590000.00,69100,Villeurbanne,Maison,95.00,232.00,4.8877620,45.7548540,6210.526315789473
352000.00,69003,Lyon 3e Arrondissement,Appartement,93.00,,4.8714050,45.7548940,3784.94623655914
212540.00,69003,Lyon 3e Arrondissement,Appartement,37.00,,4.8741900,45.7549020,5744.324324324324
1260000.00,69003,Lyon 3e Arrondissement,Appartement,39.00,530.00,4.8666830,45.7549070,32307.69230769231
690000.00,69002,Lyon 2e Arrondissement,Appartement,118.00,,4.8309730,45.7549100,5847.457627118644
565000.00,69003,Lyon 3e Arrondissement,Appartement,103.00,,4.8511570,45.7549430,5485.436893203883
252000.00,69003,Lyon 3e Arrondissement,Appartement,25.00,,4.8688310,45.7549920,10080.0
390450.00,69003,Lyon 3e Arrondissement,Appartement,84.00,,4.8445550,45.7550350,4648.214285714285
331220.00,69003,Lyon 3e Arrondissement,Appartement,73.00,,4.8447850,45.7550480,4537.260273972603
220000.00,69003,Lyon 3e Arrondissement,Appartement,33.00,,4.8547070,45.7550570,6666.666666666667
228000.00,69100,Villeurbanne,Appartement,67.00,,4.8819360,45.7551040,3402.9850746268658
362300.00,69003,Lyon 3e Arrondissement,Appartement,73.00,,4.8738510,45.7551210,4963.013698630137
337050.00,69100,Villeurbanne,Appartement,23.00,,4.9037360,45.7551350,14654.347826086956
235000.00,69003,Lyon 3e Arrondissement,Appartement,141.00,,4.8441280,45.7551470,1666.6666666666667
230000.00,69003,Lyon 3e Arrondissement,Appartement,45.00,,4.8672950,45.7551610,5111.111111111111
199000.00,69160,Tassin-la-Demi-Lune,Appartement,46.00,,4.7759880,45.7551660,4326.086956521739
285000.00,69003,Lyon 3e Arrondissement,Maison,50.00,36.00,4.8710630,45.7552070,5700.0
506000.00,69007,Lyon 7e Arrondissement,Appartement,21.00,,4.8423770,45.7552280,24095.238095238095
303100.00,69100,Villeurbanne,Appartement,84.00,,4.8915540,45.7552380,3608.3333333333335
177000.00,69003,Lyon 3e Arrondissement,Appartement,42.00,,4.8757560,45.7552560,4214.285714285715
246550.00,69100,Villeurbanne,Appartement,76.00,,4.8906440,45.7553140,3244.0789473684213
397500.00,69007,Lyon 7e Arrondissement,Appartement,68.00,,4.8407200,45.7553180,5845.588235294118
335000.00,69330,Meyzieu,Maison,81.00,230.00,5.0000130,45.7554370,4135.802469135802
637500.00,69003,Lyon 3e Arrondissement,Appartement,111.00,,4.8681450,45.7554480,5743.243243243243
210000.00,69003,Lyon 3e Arrondissement,Appartement,81.00,,4.8444380,45.7554670,2592.5925925925926
202800.00,69003,Lyon 3e Arrondissement,Appartement,36.00,,4.8719850,45.7554720,5633.333333333333
130000.00,69005,Lyon 5e Arrondissement,Appartement,39.00,,4.8148570,45.7555370,3333.3333333333335
155000.00,69100,Villeurbanne,Appartement,54.00,,4.8769310,45.7555420,2870.3703703703704
125900.00,69003,Lyon 3e Arrondissement,Appartement,23.00,,4.8668340,45.7555630,5473.913043478261
538200.00,69002,Lyon 2e Arrondissement,Appartement,85.00,,4.8263210,45.7555860,6331.764705882353
350000.00,69120,Vaulx-en-Velin,Maison,159.00,651.00,4.9320060,45.7556250,2201.2578616352203
617000.00,69100,Villeurbanne,Appartement,100.00,,4.8851790,45.7556280,6170.0
215000.00,69002,Lyon 2e Arrondissement,Appartement,50.00,,4.8313270,45.7556330,4300.0
397500.00,69007,Lyon 7e Arrondissement,Appartement,89.00,,4.8410840,45.7556370,4466.29213483146
80000.00,69100,Villeurbanne,Maison,170.00,631.00,4.8811660,45.7556420,470.5882352941176
121035.00,69100,Villeurbanne,Appartement,45.00,,4.8942600,45.7556420,2689.6666666666665
453600.00,69005,Lyon 5e Arrondissement,Appartement,91.00,,4.8034150,45.7556840,4984.615384615385
270000.00,69003,Lyon 3e Arrondissement,Appartement,52.00,,4.8676980,45.7556900,5192.307692307692
1276000.00,69003,Lyon 3e Arrondissement,Appartement,20.00,,4.8565090,45.7556920,63800.0
261250.00,69005,Lyon 5e Arrondissement,Appartement,56.00,,4.8122040,45.7557010,4665.178571428572
145000.00,69003,Lyon 3e Arrondissement,Appartement,29.00,,4.8711020,45.7557290,5000.0
347970.00,69100,Villeurbanne,Appartement,50.00,,4.8850750,45.7557370,6959.4
125000.00,69005,Lyon 5e Arrondissement,Appartement,28.00,,4.8150450,45.7557380,4464.285714285715
339000.00,69003,Lyon 3e Arrondissement,Appartement,24.00,,4.8741700,45.7557430,14125.0
376000.00,69002,Lyon 2e Arrondissement,Appartement,70.00,,4.8312940,45.7557710,5371.428571428572
368000.00,69003,Lyon 3e Arrondissement,Appartement,74.00,,4.8756550,45.7557760,4972.972972972973
1700000.00,69003,Lyon 3e Arrondissement,Appartement,70.00,236.00,4.8711320,45.7558250,24285.714285714286
654500.00,69005,Lyon 5e Arrondissement,Appartement,96.00,,4.7960970,45.7558280,6817.708333333333
92750.00,69005,Lyon 5e Arrondissement,Appartement,20.00,,4.8159100,45.7558320,4637.5
120000.00,69100,Villeurbanne,Appartement,53.00,,4.8877710,45.7558710,2264.1509433962265
560000.00,69003,Lyon 3e Arrondissement,Maison,79.00,,4.8683620,45.7558940,7088.607594936709
212800.00,69100,Villeurbanne,Appartement,45.00,,4.8884690,45.7558990,4728.888888888889
134500.00,69100,Villeurbanne,Appartement,33.00,,4.8867960,45.7559240,4075.757575757576
377500.00,69002,Lyon 2e Arrondissement,Appartement,61.00,,4.8304360,45.7559300,6188.524590163935
1050000.00,69003,Lyon 3e Arrondissement,Appartement,72.00,,4.8668580,45.7559390,14583.333333333334
135000.00,69003,Lyon 3e Arrondissement,Appartement,22.00,,4.8460180,45.7559490,6136.363636363636
273600.00,69005,Lyon 5e Arrondissement,Appartement,61.00,,4.8242960,45.7559990,4485.245901639344
260000.00,69005,Lyon 5e Arrondissement,Appartement,60.00,,4.8045070,45.7560000,4333.333333333333
220000.00,69100,Villeurbanne,Appartement,58.00,,4.8764470,45.7560220,3793.103448275862
237000.00,69160,Tassin-la-Demi-Lune,Appartement,73.00,,4.7747450,45.7560600,3246.5753424657532
81600.00,69003,Lyon 3e Arrondissement,Appartement,21.00,,4.8449050,45.7560690,3885.714285714286
364500.00,69100,Villeurbanne,Appartement,101.00,,4.8788080,45.7560840,3608.910891089109
783000.00,69100,Villeurbanne,Appartement,60.00,,4.8862820,45.7560990,13050.0
314300.00,69150,Décines-Charpieu,Maison,88.00,240.00,4.9467900,45.7561130,3571.590909090909
598600.00,69290,Saint-Genis-les-Ollières,Maison,140.00,570.00,4.7259530,45.7561160,4275.714285714285
28960.00,69160,Tassin-la-Demi-Lune,Appartement,58.00,,4.7716010,45.7561190,499.3103448275862
275000.00,69100,Villeurbanne,Appartement,72.00,,4.8870440,45.7561560,3819.4444444444443
570000.00,69290,Saint-Genis-les-Ollières,Maison,168.00,213.00,4.7293860,45.7561790,3392.8571428571427
200000.00,69003,Lyon 3e Arrondissement,Appartement,29.00,,4.8521490,45.7562330,6896.551724137931
300000.00,69005,Lyon 5e Arrondissement,Appartement,78.00,,4.8144990,45.7562360,3846.153846153846
109060.00,69003,Lyon 3e Arrondissement,Appartement,38.00,,4.8738250,45.7562400,2870.0
631000.00,69160,Tassin-la-Demi-Lune,Maison,122.00,355.00,4.7786850,45.7562420,5172.131147540984
175300.00,69003,Lyon 3e Arrondissement,Appartement,28.00,,4.8455640,45.7562470,6260.714285714285
373650.00,69002,Lyon 2e Arrondissement,Appartement,60.00,,4.8308680,45.7562640,6227.5
355000.00,69120,Vaulx-en-Velin,Maison,93.00,1063.00,4.9321200,45.7562660,3817.2043010752686
130000.00,69003,Lyon 3e Arrondissement,Appartement,33.00,,4.8446490,45.7562710,3939.3939393939395
180000.00,69003,Lyon 3e Arrondissement,Appartement,52.00,,4.8470910,45.7563090,3461.5384615384614
230570.00,69005,Lyon 5e Arrondissement,Appartement,38.00,,4.8235490,45.7563100,6067.631578947368
131000.00,69003,Lyon 3e Arrondissement,Appartement,20.00,,4.8553190,45.7563210,6550.0
270000.00,69005,Lyon 5e Arrondissement,Appartement,86.00,,4.8062480,45.7563400,3139.5348837209303
14000.00,69003,Lyon 3e Arrondissement,Appartement,114.00,,4.8424340,45.7563430,122.80701754385964
260081.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8512300,45.7563450,5533.63829787234
481390.00,69003,Lyon 3e Arrondissement,Appartement,89.00,,4.8545760,45.7563520,5408.876404494382
120000.00,69003,Lyon 3e Arrondissement,Appartement,27.00,,4.8675100,45.7563520,4444.444444444444
159000.00,69003,Lyon 3e Arrondissement,Appartement,23.00,,4.8423400,45.7563550,6913.04347826087
245000.00,69003,Lyon 3e Arrondissement,Appartement,65.00,,4.8725980,45.7564560,3769.230769230769
471000.00,69003,Lyon 3e Arrondissement,Appartement,84.00,,4.8571070,45.7564960,5607.142857142857
329000.00,69100,Villeurbanne,Appartement,57.00,,4.8878960,45.7565400,5771.929824561404
460000.00,69100,Villeurbanne,Maison,140.00,195.00,4.8867480,45.7565950,3285.714285714286
41000.00,69003,Lyon 3e Arrondissement,Appartement,23.00,,4.8732130,45.7566100,1782.608695652174
135000.00,69005,Lyon 5e Arrondissement,Appartement,25.00,,4.8176080,45.7566130,5400.0
324688.00,69330,Meyzieu,Maison,88.00,293.00,4.9975610,45.7566130,3689.6363636363635
161385.00,69290,Saint-Genis-les-Ollières,Appartement,40.00,,4.7259820,45.7566410,4034.625
252000.00,69003,Lyon 3e Arrondissement,Appartement,57.00,,4.8459730,45.7566610,4421.0526315789475
426000.00,69005,Lyon 5e Arrondissement,Appartement,107.00,,4.7952590,45.7566820,3981.308411214953
233350.00,69005,Lyon 5e Arrondissement,Appartement,65.00,,4.7966110,45.7567330,3590.0
425000.00,69160,Tassin-la-Demi-Lune,Maison,65.00,817.00,4.7505530,45.7567500,6538.461538461538
260000.00,69100,Villeurbanne,Maison,63.00,196.00,4.9028180,45.7567680,4126.984126984127
590000.00,69160,Tassin-la-Demi-Lune,Maison,90.00,844.00,4.7625860,45.7567900,6555.555555555556
420000.00,69150,Décines-Charpieu,Maison,99.00,380.00,4.9455220,45.7568120,4242.424242424242
937000.00,69005,Lyon 5e Arrondissement,Maison,98.00,158.00,4.8137300,45.7568130,9561.224489795919
996880.00,69005,Lyon 5e Arrondissement,Maison,194.00,316.00,4.8108070,45.7568210,5138.556701030928
350000.00,69002,Lyon 2e Arrondissement,Appartement,51.00,,4.8343220,45.7568370,6862.745098039216
657000.00,69003,Lyon 3e Arrondissement,Appartement,83.00,,4.8409720,45.7568570,7915.6626506024095
420000.00,69330,Meyzieu,Maison,84.00,558.00,4.9982230,45.7569110,5000.0
159000.00,69100,Villeurbanne,Appartement,52.00,,4.8843650,45.7569260,3057.6923076923076
170000.00,69120,Vaulx-en-Velin,Appartement,56.00,,4.9234390,45.7569790,3035.714285714286
430000.00,69330,Pusignan,Appartement,130.00,,5.0675560,45.7569900,3307.6923076923076
175000.00,69005,Lyon 5e Arrondissement,Appartement,47.00,,4.7933900,45.7570220,3723.404255319149
253000.00,69003,Lyon 3e Arrondissement,Appartement,54.00,,4.8493470,45.7570230,4685.185185185185
1029850.00,69005,Lyon 5e Arrondissement,Maison,210.00,126.00,4.8145940,45.7570540,4904.047619047619
365000.00,69100,Villeurbanne,Appartement,70.00,,4.8767130,45.7570540,5214.285714285715
197000.00,69003,Lyon 3e Arrondissement,Appartement,36.00,,4.8507310,45.7570770,5472.222222222223
365750.00,69150,Décines-Charpieu,Maison,88.00,208.00,4.9471770,45.7570970,4156.25
180000.00,69003,Lyon 3e Arrondissement,Appartement,26.00,,4.8476450,45.7570990,6923.076923076923
128000.00,69003,Lyon 3e Arrondissement,Appartement,39.00,,4.8437070,45.7571020,3282.051282051282
530000.00,69160,Tassin-la-Demi-Lune,Appartement,84.00,,4.7754640,45.7571070,6309.523809523809
304310.00,69003,Lyon 3e Arrondissement,Appartement,63.00,,4.8474970,45.7571120,4830.31746031746
640000.00,69100,Villeurbanne,Appartement,185.00,,4.8889480,45.7571180,3459.4594594594596
250000.00,69003,Lyon 3e Arrondissement,Appartement,44.00,,4.8417820,45.7571460,5681.818181818182
305000.00,69120,Vaulx-en-Velin,Maison,60.00,490.00,4.9306520,45.7571460,5083.333333333333
770000.00,69005,Lyon 5e Arrondissement,Appartement,78.00,,4.8229640,45.7571640,9871.794871794871
139000.00,69002,Lyon 2e Arrondissement,Appartement,24.00,,4.8345120,45.7571950,5791.666666666667
357000.00,69290,Saint-Genis-les-Ollières,Appartement,100.00,,4.7333270,45.7572110,3570.0
898000.00,69003,Lyon 3e Arrondissement,Appartement,150.00,299.00,4.8636560,45.7572110,5986.666666666667
339000.00,69003,Lyon 3e Arrondissement,Appartement,60.00,,4.8718470,45.7572350,5650.0
215000.00,69100,Villeurbanne,Appartement,66.00,,4.8879500,45.7572910,3257.5757575757575
305000.00,69330,Meyzieu,Maison,96.00,281.00,4.9965760,45.7572980,3177.0833333333335
110000.00,69003,Lyon 3e Arrondissement,Appartement,25.00,,4.8491060,45.7573150,4400.0
170000.00,69005,Lyon 5e Arrondissement,Appartement,36.00,,4.8245460,45.7573510,4722.222222222223
210150.00,69005,Lyon 5e Arrondissement,Appartement,47.00,,4.7893960,45.7573540,4471.276595744681
274100.00,69100,Villeurbanne,Appartement,71.00,,4.8927550,45.7573810,3860.56338028169
373650.00,69330,Meyzieu,Maison,97.00,280.00,4.9964780,45.7573880,3852.061855670103
146000.00,69100,Villeurbanne,Appartement,42.00,,4.8878680,45.7574190,3476.190476190476
342450.00,69005,Lyon 5e Arrondissement,Appartement,68.00,,4.8222300,45.7574370,5036.029411764706
410000.00,69150,Décines-Charpieu,Maison,90.00,823.00,4.9703980,45.7574490,4555.555555555556
357000.00,69100,Villeurbanne,Appartement,85.00,,4.8810440,45.7574650,4200.0
120000.00,69160,Tassin-la-Demi-Lune,Maison,56.00,549.00,4.7497630,45.7575250,2142.8571428571427
1300000.00,69005,Lyon 5e Arrondissement,Maison,164.00,824.00,4.8036030,45.7575460,7926.829268292683
370000.00,69003,Lyon 3e Arrondissement,Appartement,105.00,,4.8423290,45.7575470,3523.809523809524
2400000.00,69100,Villeurbanne,Appartement,130.00,613.00,4.8768180,45.7575510,18461.53846153846
340000.00,69003,Lyon 3e Arrondissement,Appartement,68.00,,4.8751330,45.7575570,5000.0
234000.00,69005,Lyon 5e Arrondissement,Appartement,53.00,,4.8119350,45.7575870,4415.094339622641
356060.00,69005,Lyon 5e Arrondissement,Appartement,85.00,,4.8149060,45.7575930,4188.941176470588
200000.00,69003,Lyon 3e Arrondissement,Appartement,33.00,,4.8414640,45.7576100,6060.606060606061
400000.00,69100,Villeurbanne,Appartement,128.00,,4.8912530,45.7576280,3125.0
435000.00,69330,Meyzieu,Maison,100.00,754.00,4.9981410,45.7576390,4350.0
810000.00,69005,Lyon 5e Arrondissement,Maison,120.00,156.00,4.8106650,45.7576400,6750.0
251250.00,69005,Lyon 5e Arrondissement,Appartement,75.00,,4.8131320,45.7576610,3350.0
1285000.00,69160,Tassin-la-Demi-Lune,Maison,185.00,500.00,4.7604230,45.7576880,6945.945945945946
250970.00,69290,Saint-Genis-les-Ollières,Maison,70.00,929.00,4.7412390,45.7577050,3585.285714285714
238200.00,69003,Lyon 3e Arrondissement,Appartement,40.00,,4.8483720,45.7577190,5955.0
402650.00,69100,Villeurbanne,Appartement,98.00,,4.8769500,45.7577360,4108.673469387755
785900.00,69005,Lyon 5e Arrondissement,Maison,125.00,407.00,4.7985740,45.7577540,6287.2
219550.00,69003,Lyon 3e Arrondissement,Appartement,46.00,,4.8496250,45.7577810,4772.826086956522
715690.00,69003,Lyon 3e Arrondissement,Appartement,100.00,,4.8422640,45.7577870,7156.9
315000.00,69100,Villeurbanne,Maison,112.00,261.00,4.9084500,45.7578110,2812.5
665000.00,69003,Lyon 3e Arrondissement,Appartement,120.00,,4.8473830,45.7578480,5541.666666666667
163500.00,69005,Lyon 5e Arrondissement,Appartement,31.00,,4.8145940,45.7578490,5274.193548387097
663000.00,69100,Villeurbanne,Maison,70.00,336.00,4.8931610,45.7578840,9471.42857142857
152500.00,69100,Villeurbanne,Appartement,35.00,,4.8912090,45.7579000,4357.142857142857
438200.00,69290,Saint-Genis-les-Ollières,Maison,99.00,532.00,4.7386490,45.7579390,4426.262626262626
444920.00,69150,Décines-Charpieu,Maison,120.00,520.00,4.9480020,45.7579760,3707.6666666666665
9000000.00,69002,Lyon 2e Arrondissement,Appartement,68.00,535.00,4.8348540,45.7579980,132352.9411764706
2043900.00,69005,Lyon 5e Arrondissement,Maison,201.00,602.00,4.7941040,45.7580030,10168.65671641791
169000.00,69005,Lyon 5e Arrondissement,Appartement,36.00,,4.8233940,45.7580100,4694.444444444444
207000.00,69003,Lyon 3e Arrondissement,Appartement,39.00,,4.8630520,45.7580110,5307.692307692308
125000.00,69100,Villeurbanne,Appartement,36.00,,4.8918510,45.7580140,3472.222222222222
100000.00,69003,Lyon 3e Arrondissement,Appartement,25.00,,4.8485580,45.7580280,4000.0
700000.00,69003,Lyon 3e Arrondissement,Appartement,115.00,,4.8411390,45.7580510,6086.95652173913
75000.00,69005,Lyon 5e Arrondissement,Appartement,28.00,,4.8111200,45.7580690,2678.5714285714284
389200.00,69003,Lyon 3e Arrondissement,Appartement,68.00,,4.8467060,45.7580930,5723.529411764706
113000.00,69003,Lyon 3e Arrondissement,Appartement,25.00,,4.8476280,45.7581090,4520.0
248800.00,69003,Lyon 3e Arrondissement,Appartement,68.00,,4.8656610,45.7581090,3658.823529411765
109230.00,69100,Villeurbanne,Appartement,27.00,,4.8885490,45.7581200,4045.5555555555557
767500.00,69002,Lyon 2e Arrondissement,Appartement,86.00,,4.8287910,45.7581420,8924.418604651162
295000.00,69003,Lyon 3e Arrondissement,Appartement,51.00,,4.8414940,45.7581630,5784.313725490196
219000.00,69120,Vaulx-en-Velin,Appartement,56.00,,4.9236950,45.7581640,3910.714285714286
170000.00,69100,Villeurbanne,Appartement,42.00,,4.8894380,45.7581850,4047.6190476190477
239000.00,69003,Lyon 3e Arrondissement,Appartement,46.00,,4.8431470,45.7582040,5195.652173913043
142000.00,69003,Lyon 3e Arrondissement,Appartement,23.00,,4.8674450,45.7582520,6173.913043478261
230000.00,69120,Vaulx-en-Velin,Maison,96.00,385.00,4.9225060,45.7582600,2395.8333333333335
150000.00,69100,Villeurbanne,Appartement,30.00,,4.8929640,45.7582750,5000.0
211000.00,69330,Meyzieu,Appartement,45.00,,5.0131240,45.7582910,4688.888888888889
186000.00,69005,Lyon 5e Arrondissement,Appartement,66.00,,4.7904370,45.7583090,2818.181818181818
130000.00,69002,Lyon 2e Arrondissement,Appartement,40.00,,4.8291370,45.7583410,3250.0
258000.00,69100,Villeurbanne,Appartement,82.00,,4.8769670,45.7584200,3146.3414634146343
221950.00,69160,Tassin-la-Demi-Lune,Appartement,71.00,,4.7699320,45.7584220,3126.056338028169
673940.00,69100,Villeurbanne,Maison,160.00,341.00,4.8894040,45.7584380,4212.125
220000.00,69100,Villeurbanne,Maison,53.00,,4.8912530,45.7584620,4150.943396226415
287300.00,69003,Lyon 3e Arrondissement,Appartement,54.00,,4.8662280,45.7584730,5320.37037037037
393000.00,69003,Lyon 3e Arrondissement,Appartement,68.00,,4.8483010,45.7584970,5779.411764705882
742000.00,69005,Lyon 5e Arrondissement,Maison,74.00,221.00,4.7982020,45.7585200,10027.027027027027
360610.00,69330,Pusignan,Maison,95.00,1069.00,5.0567390,45.7585290,3795.8947368421054
266890.00,69290,Saint-Genis-les-Ollières,Appartement,68.00,,4.7261960,45.7585480,3924.8529411764707
430900.00,69005,Lyon 5e Arrondissement,Appartement,70.00,,4.7915740,45.7585710,6155.714285714285
228505.00,69003,Lyon 3e Arrondissement,Appartement,34.00,,4.8488010,45.7585710,6720.735294117647
308000.00,69003,Lyon 3e Arrondissement,Appartement,64.00,,4.8700160,45.7585740,4812.5
682080.00,69160,Tassin-la-Demi-Lune,Maison,131.00,404.00,4.7453790,45.7586180,5206.717557251908
3000.00,69005,Lyon 5e Arrondissement,Appartement,24.00,,4.8109000,45.7586300,125.0
340000.00,69290,Grézieu-la-Varenne,Maison,83.00,650.00,4.7158880,45.7586410,4096.385542168675
469941.30,69005,Lyon 5e Arrondissement,Appartement,103.00,,4.8061910,45.7586550,4562.536893203884
229350.00,69160,Tassin-la-Demi-Lune,Appartement,61.00,,4.7807750,45.7586830,3759.8360655737706
215000.00,69120,Vaulx-en-Velin,Appartement,73.00,,4.9235600,45.7586900,2945.205479452055
2261640.00,69160,Tassin-la-Demi-Lune,Maison,271.00,2833.00,4.7614350,45.7587010,8345.535055350554
290000.00,69120,Vaulx-en-Velin,Maison,76.00,235.00,4.9255420,45.7587100,3815.7894736842104
925800.00,69003,Lyon 3e Arrondissement,Appartement,157.00,,4.8420360,45.7587300,5896.8152866242035
480000.00,69003,Lyon 3e Arrondissement,Appartement,80.00,,4.8482230,45.7587310,6000.0
200000.00,69003,Lyon 3e Arrondissement,Appartement,53.00,,4.8548020,45.7587610,3773.5849056603774
495875.00,69150,Décines-Charpieu,Maison,105.00,600.00,4.9716370,45.7587710,4722.619047619048
451000.00,69003,Lyon 3e Arrondissement,Appartement,84.00,,4.8489540,45.7588170,5369.047619047619
185000.00,69003,Lyon 3e Arrondissement,Appartement,38.00,,4.8484460,45.7588330,4868.421052631579
